area_m2,lat,lon,price_usd
69.0,19.422243,-99.127305,61058.82352941176
85.0,19.469418,-99.164299,84155.05882352941
116.0,19.387782,-99.186194,105701.76470588235
60.0,19.411472,-99.188522,347058.82352941175
53.0,19.262049,-99.1138,67647.05882352941
70.0,19.402944,-99.199727,67023.5294117647
75.0,19.379525,-99.188914,60705.882352941175
70.0,19.346767,-99.123658,69705.88235294117
55.0,19.384808,-99.137496,76531.23529411765
75.0,19.45337,-99.181695,155882.35294117648
63.0,19.397397,-99.155802,188517.64705882352
62.0,19.4306069,-99.0949899,131418.9411764706
97.0,19.341894,-99.224525,186923.5294117647
80.0,23.634501,-102.552788,85882.35294117648
50.0,19.283388,-99.055038,42764.705882352944
100.0,19.431629,-99.162762,188235.29411764705
115.0,19.428324,-99.176337,195642.88235294117
60.0,19.4445115,-99.1895493,217647.0588235294
94.0,19.429392,-99.181017,350000.0
70.0,19.456145,-99.201167,61058.82352941176
110.0,19.400785,-99.147419,105882.35294117648
137.0,19.275206,-99.218292,364705.8823529412
125.0,19.394358,-99.177444,261029.41176470587
97.0,19.341894,-99.224525,186923.5294117647
90.0,19.334546,-99.207876,84647.05882352941
85.0,19.370272,-99.149127,41534.705882352944
126.0,19.437841,-99.220367,188235.29411764705
150.0,19.48527,-99.200287,123529.41176470589
70.0,19.307417,-99.125191,30366.764705882353
75.0,19.384808,-99.155339,100549.0
75.0,19.409095,-99.163216,251764.70588235295
51.0,19.473415,-99.143539,76882.35294117648
89.0,19.44673,-99.161695,61352.94117647059
136.0,19.394358,-99.177444,252941.17647058822
100.0,19.3898619,-99.1674138,147058.82352941178
60.0,19.302076,-99.049427,37882.35294117647
69.0,19.472155,-99.161186,104117.64705882352
55.0,19.372684,-99.183678,158823.5294117647
52.0,19.456439,-99.144414,58169.41176470588
90.0,19.368475,-99.17952,182352.9411764706
66.0,19.368823,-99.224603,61215.705882352944
98.0,19.3549174,-99.0993735,61764.705882352944
65.0,19.358585,-99.185753,251711.76470588235
119.0,19.3703820187,-99.1493282287,158823.5294117647
90.0,19.395097,-99.150424,59350.117647058825
64.0,19.320269,-99.055412,30000.0
106.0,19.367745,-99.180127,235294.11764705883
65.0,19.468092,-99.088883,67647.05882352941
60.0,,,28247.058823529413
52.0,19.405298,-99.164986,174667.64705882352
71.0,19.2818221685,-99.1876426712,41176.470588235294
127.0,19.391074,-99.165737,178235.29411764705
70.0,19.418844,-99.132357,22980.352941176472
70.0,,,33140.35294117647
85.0,19.3943574,-99.1774462,257647.0588235294
70.0,19.397649,-99.093087,37176.470588235294
53.0,19.408805,-99.129702,62352.94117647059
57.0,23.634501,-102.552788,104974.64705882352
80.0,19.3499358,-99.2906864,182352.9411764706
75.0,19.313878,-99.094271,51764.705882352944
110.0,19.427922,-99.160613,294117.64705882355
60.0,19.392025,-99.135302,57025.705882352944
90.0,19.384808,-99.155339,100549.0
75.0,19.361114,-99.222666,52156.82352941176
60.0,19.493973,-99.130394,118058.82352941176
100.0,19.394073,-99.153915,182352.9411764706
110.0,19.371342,-99.253616,371606.4705882353
130.0,,,271170.5882352941
65.0,19.386852,-99.194748,116470.58823529411
103.0,19.38499,-99.227853,56862.705882352944
100.0,19.3392293,-99.2189838,208823.5294117647
70.0,19.490331,-99.207579,35647.0
60.0,19.3821,-99.204573,36078.41176470588
66.0,19.461416,-99.133163,44117.64705882353
69.0,19.363469,-99.010141,31705.882352941175
60.0,19.364005,-99.153602,116856.35294117648
99.0,19.3747920646,-99.137270786,182352.9411764706
75.0,19.440749,-99.141649,88823.5294117647
55.0,19.45178,-99.15709,24334.235294117647
85.0,19.443333,-99.202983,306470.5882352941
107.0,19.39557,-99.132937,131823.5294117647
64.0,19.478815,-99.196831,85294.11764705883
85.0,19.409843,-99.125509,27308.882352941175
110.0,19.282895,-99.166933,34419.17647058824
85.0,19.401331,-99.154029,214705.88235294117
126.0,19.425758,-99.174333,108823.5294117647
115.0,19.428324,-99.176337,195642.88235294117
83.0,19.365031,-99.147736,155882.35294117648
90.0,19.273713,-99.120741,78730.82352941176
108.0,19.309713,-99.1262,119823.5294117647
80.0,19.348122,-99.125716,96980.0
93.0,19.387579,-99.170353,122941.17647058824
75.0,19.404442,-99.162688,84941.17647058824
106.0,19.362511,-99.166374,180676.4705882353
74.0,19.384506,-99.135865,91176.4705882353
122.0,19.390912,-99.172242,285294.1176470588
69.0,19.505199,-99.155991,35294.117647058825
73.0,19.3883217,-99.1862188,64705.882352941175
80.0,19.414597,-99.156686,246176.4705882353
127.0,19.399028,-99.175227,116470.58823529411
95.0,19.362864,-99.173988,90705.88235294117
65.0,19.472155,-99.161186,105000.0
133.0,19.3152718515,-99.1075855494,110588.23529411765
56.0,19.391754,-99.056058,42352.94117647059
60.0,19.493973,-99.130394,118058.82352941176
75.0,,,41176.470588235294
70.0,19.383446,-99.137643,79411.76470588235
100.0,19.428324,-99.176337,195642.88235294117
75.0,19.324386,-99.124228,59284.705882352944
60.0,19.452689,-99.117987,30294.117647058825
72.0,19.3915,-99.038137,56176.470588235294
128.0,19.4070717,-99.1621603,370588.23529411765
122.0,19.449148,-99.175534,194088.23529411765
89.0,19.436264,-99.099608,109976.4705882353
60.0,19.422676,-99.097893,20588.235294117647
64.0,,,52065.41176470588
70.0,19.457685,-99.121754,36039.17647058824
136.0,19.382013,-99.188522,283508.82352941175
65.0,19.511198,-99.200576,43294.117647058825
85.0,,,164705.88235294117
120.0,19.3024064,-99.2018433,294117.64705882355
60.0,19.404918,-99.1978,29058.823529411766
78.0,19.396893,-99.152302,95882.35294117648
58.0,19.443178,-99.144234,47647.05882352941
75.0,19.397686,-99.161395,135490.17647058822
50.0,19.4555330491,-99.1633956134,89452.94117647059
70.0,19.448187,-99.161176,37941.17647058824
70.0,19.386821,-99.164805,174960.41176470587
67.0,19.461306,-99.127826,67058.82352941176
50.0,19.419427,-99.067675,49352.94117647059
70.0,19.384365,-99.156091,185882.35294117648
63.0,19.194247,-99.141976,57647.05882352941
94.0,19.3338880248,-99.151327014,146691.17647058822
67.0,19.474223,-99.18722,91176.4705882353
108.0,19.4032833,-99.1821858,379989.4117647059
78.0,19.3825040623,-99.1580399126,152941.17647058822
122.0,19.408697,-99.181012,229411.76470588235
75.0,19.489901,-99.192497,47811.76470588235
90.0,19.39177,-99.159996,104180.35294117648
64.0,19.385994,-99.106613,61764.705882352944
83.0,19.368808,-99.112954,129411.76470588235
50.0,19.404661,-99.133858,88235.29411764706
66.0,19.30241,-99.109299,52688.23529411765
60.0,19.455894,-99.18355,39607.82352941176
51.0,19.440935,-99.188522,233529.41176470587
120.0,19.41498,-99.177444,264705.8823529412
80.0,19.383948,-99.067884,28246.235294117647
121.0,19.368182,-99.176664,228529.41176470587
55.0,19.372684,-99.183678,158823.5294117647
50.0,19.422817,-99.058911,30687.647058823528
106.0,19.331932,-99.246689,302606.82352941175
60.0,19.2990233,-99.0436467,59605.882352941175
110.0,19.347664,-99.125001,95490.17647058824
58.0,19.492992,-99.149765,117647.05882352941
73.0,19.3596034,-99.1514055,168400.0
82.0,19.381729,-99.164986,158823.5294117647
101.0,19.39365,-99.14769,300070.5882352941
78.0,19.322523,-99.141464,167647.0588235294
66.0,19.446253,-99.157519,35882.35294117647
120.0,19.367931,-99.170262,134705.88235294117
61.0,19.364891,-99.148384,156894.11764705883
100.0,19.394358,-99.177444,194117.64705882352
53.0,19.383599,-99.190834,45294.117647058825
117.0,19.3503274,-99.2989735,300463.64705882355
74.0,19.383251,-99.105499,42470.58823529412
90.0,19.427118,-99.141954,51764.705882352944
62.0,19.39912,-99.141464,156442.9411764706
80.0,19.398983,-99.154034,67254.88235294117
90.0,19.387131,-99.147493,138235.29411764705
90.0,19.384371,-99.135965,100588.23529411765
75.0,19.39557,-99.132937,94323.5294117647
127.0,19.400249,-99.177444,116470.58823529411
64.0,19.383446,-99.137643,76531.17647058824
85.0,19.434723,-99.175887,147117.64705882352
70.0,19.382649,-99.143384,49352.94117647059
54.0,19.406759,-99.125172,37088.23529411765
60.0,19.49662,-99.185876,53176.470588235294
70.0,19.39617,-99.13791,51764.705882352944
121.0,19.394358,-99.177444,346841.35294117645
127.0,19.39177,-99.159996,194117.64705882352
65.0,19.370046,-99.146155,88235.29411764706
85.0,19.3618265,-99.1542053,214705.88235294117
110.0,19.308573,-99.07088,57800.58823529412
60.0,19.359901,-99.189606,52411.76470588235
89.0,19.417364,-99.159454,211764.70588235295
80.0,19.427754,-99.171109,88823.5294117647
85.0,19.396705,-99.181902,86564.70588235294
100.0,19.340202,-99.257774,176470.58823529413
57.0,19.298168,-99.113106,105294.11764705883
62.0,19.39912,-99.141464,143475.0588235294
70.0,19.369509,-99.172532,100588.23529411765
59.0,19.456595,-99.20456,44176.470588235294
50.0,19.4179232,-99.1483827,37058.82352941176
86.0,19.307754,-99.12497,36249.117647058825
97.0,19.3813197,-99.1996895,212217.64705882352
50.0,19.410307,-99.065399,48235.294117647056
80.0,19.461871,-99.129227,72411.76470588235
60.0,19.527836,-99.169827,38392.882352941175
79.0,19.3638234,-99.1444714,146764.70588235295
80.0,19.359897,-99.18956,52411.76470588235
70.0,19.445816,-99.170462,67037.35294117648
60.0,,,252941.17647058822
85.0,19.368544,-99.163605,214705.88235294117
60.0,19.444865,-99.156877,90829.5294117647
100.0,19.381729,-99.164986,182352.9411764706
62.0,19.377369,-99.198052,107647.05882352941
70.0,19.352333,-99.121169,69089.17647058824
59.0,19.456595,-99.20456,44176.470588235294
60.0,19.328833,-99.133163,119117.64705882352
76.0,19.4113101,-99.064722,56176.470588235294
110.0,19.443486,-99.211871,110588.23529411765
56.0,19.392349,-99.07093,50000.0
69.0,19.504602,-99.153096,38352.94117647059
55.0,19.384327,-99.215523,38431.41176470588
90.0,19.40099,-99.161174,134901.9411764706
98.0,19.407187,-99.172405,260629.41176470587
90.0,19.400959,-99.162199,134705.88235294117
50.0,19.439037,-99.119514,38764.705882352944
127.0,19.2990233,-99.0436467,92847.64705882352
118.0,19.381729,-99.164986,284009.17647058825
115.0,19.378233,-99.2054,111176.4705882353
70.0,19.445816,-99.170462,101470.58823529411
90.0,19.387651,-99.142257,44117.64705882353
60.0,19.464437,-99.175369,60941.17647058824
70.0,19.334546,-99.207876,84647.05882352941
60.0,19.3605334,-99.2267067,126764.70588235294
85.0,19.347664,-99.125001,95490.17647058824
117.0,19.3978,-99.175813,265094.1176470588
56.0,19.301945,-99.0495332,21176.470588235294
100.0,23.634501,-102.552788,88235.29411764706
60.0,19.29312,-99.052935,36580.23529411765
120.0,19.498335,-99.131701,208823.5294117647
80.0,19.36269,-99.150565,74117.64705882352
130.0,19.441733,-99.161653,107011.76470588235
54.0,19.324947,-99.083468,36745.117647058825
80.0,19.391834,-99.188695,80000.0
50.0,19.360367,-99.192614,86470.58823529411
70.0,19.388433,-99.175962,352352.9411764706
57.0,19.298168,-99.113106,105294.11764705883
52.0,19.469681,-99.086136,67647.05882352941
60.0,19.392025,-99.135302,40966.882352941175
60.0,19.301945,-99.049533,37882.35294117647
64.0,19.379134,-99.253631,170470.58823529413
70.0,19.415143,-99.14685,40705.882352941175
60.0,19.524143,-99.160149,38235.294117647056
70.0,19.393257,-99.157113,80000.0
95.0,19.39945,-99.164717,166470.58823529413
91.0,19.336195,-99.23692,101294.11764705883
80.0,19.410419,-99.194748,68411.76470588235
136.0,19.416616,-99.160027,144117.64705882352
60.0,19.479793,-99.100174,47477.64705882353
80.0,19.400785,-99.147419,59110.470588235294
90.0,19.434723,-99.175887,147117.64705882352
66.0,19.497521,-99.203979,61137.23529411765
59.0,19.45789,-99.20016,44176.470588235294
73.0,19.364891,-99.148384,150452.9411764706
90.0,19.260421,-99.120697,102941.17647058824
75.0,19.39942,-99.141673,68805.35294117648
90.0,19.395261,-99.153153,147450.9411764706
87.0,19.436516,-99.173988,293847.0588235294
51.0,19.400097,-99.122093,99941.17647058824
50.0,19.365843,-99.149901,65470.76470588235
126.0,19.365686,-99.263209,201176.4705882353
71.0,19.36678,-99.21145,61764.705882352944
70.0,19.323772,-99.116562,44405.882352941175
80.0,19.355751,-99.299347,112647.05882352941
64.0,19.3638234,-99.1444714,176176.4705882353
100.0,19.295665,-99.132282,152352.9411764706
64.0,19.436024,-99.15461,264705.8823529412
135.0,19.394073,-99.153915,300000.0
65.0,19.415461,-99.124168,67529.41176470589
70.0,19.395058,-99.13078,99411.76470588235
122.0,19.390912,-99.172242,285294.1176470588
110.0,19.355751,-99.299347,376470.5882352941
120.0,19.405298,-99.164986,371411.76470588235
62.0,19.39912,-99.141464,143475.0588235294
117.0,19.441814,-99.156422,67895.23529411765
65.0,19.312223,-99.105454,22941.176470588234
70.0,19.428767,-99.1459,58235.294117647056
60.0,19.403309,-99.145494,75470.58823529411
66.0,19.350145,-99.086731,32117.647058823528
110.0,19.399118,-99.167617,205882.35294117648
103.0,19.394358,-99.177444,302441.17647058825
60.0,19.402944,-99.199727,68411.76470588235
108.0,19.390031,-99.174182,234117.64705882352
60.0,19.453201,-99.132967,32196.117647058825
69.0,19.417636,-99.153292,50470.58823529412
70.0,19.410215,-99.14595,49176.470588235294
92.0,19.405298,-99.164986,200000.0
90.0,19.392814,-99.175476,92882.35294117648
60.0,19.409843,-99.125509,29693.176470588234
60.0,19.362679,-99.171002,76470.58823529411
70.0,19.48888,-99.179278,57380.0
80.0,19.334738,-99.176758,82489.41176470589
57.0,19.369859,-99.135812,42794.117647058825
66.0,19.410412,-99.098521,62176.470588235294
60.0,19.468775,-99.115636,64705.882352941175
91.0,19.399815,-99.150806,134117.64705882352
68.0,19.387388,-99.175554,208823.5294117647
127.0,19.380987,-99.182164,247058.82352941178
80.0,19.470215,-99.140075,52912.05882352941
94.0,19.305984,-99.127341,119823.5294117647
101.0,19.2753576,-99.1675547,193823.5294117647
95.0,19.38828,-99.195529,50153.35294117647
122.0,19.390912,-99.172242,285294.1176470588
74.0,19.3223015,-99.1035542,49669.35294117647
63.0,19.39106,-99.14775,39588.23529411765
50.0,19.41275,-99.126007,40094.35294117647
75.0,19.38751,-99.142247,44117.64705882353
103.0,19.270735,-99.175292,108823.5294117647
67.0,,,164705.88235294117
110.0,19.343979,-99.124863,129411.76470588235
124.0,19.3815906,-99.1653974,335882.35294117645
129.0,19.403334,-99.157755,147058.82352941178
130.0,,,271170.5882352941
80.0,19.361385,-99.246689,38058.82352941176
80.0,19.38828,-99.195529,44533.705882352944
70.0,19.3755039,-99.1630337,214705.88235294117
70.0,19.3865508,-99.1937082,96647.05882352941
58.0,19.452365,-99.124572,27058.823529411766
70.0,19.392185,-99.135357,56470.58823529412
65.0,19.323772,-99.116562,37941.17647058824
98.0,19.469769,-99.157379,144757.5294117647
63.0,19.441047,-99.135306,21058.823529411766
70.0,,,37647.05882352941
68.0,19.399461,-99.175182,56882.35294117647
60.0,19.4900536,-99.0935504,42352.94117647059
63.0,19.417363,-99.068463,44734.117647058825
101.0,19.341894,-99.224525,264705.8823529412
51.0,19.386852,-99.194748,96975.82352941176
75.0,19.326922,-99.121203,52617.64705882353
55.0,19.439253,-99.163605,98823.5294117647
85.0,,,49294.117647058825
100.0,23.634501,-102.552788,205882.35294117648
70.0,19.384467,-99.135872,109411.76470588235
96.0,19.373306,-99.146919,168029.41176470587
70.0,19.309208,-99.171906,86588.23529411765
87.0,19.383446,-99.137643,60650.0
52.0,19.392349,-99.07093,68705.88235294117
102.0,19.39912,-99.141464,197647.0588235294
65.0,19.411112,-99.193066,69411.76470588235
88.0,19.369509,-99.172532,100588.23529411765
146.0,,,398823.5294117647
55.0,19.364891,-99.148384,85882.35294117648
127.0,,,282352.9411764706
109.0,19.3668017,-99.1724994,264705.8823529412
95.0,19.375412,-99.144234,67058.82352941176
83.0,,,219705.88235294117
70.0,19.445553,-99.097057,56869.41176470588
104.0,19.377369,-99.198052,132352.9411764706
65.0,23.634501,-102.552788,64705.882352941175
60.0,19.3778105,-99.1975082,91176.4705882353
63.0,19.417923,-99.148384,86135.29411764706
98.0,19.380937,-99.179545,185882.35294117648
90.0,19.38828,-99.195529,44533.705882352944
80.0,19.370046,-99.146155,88235.29411764706
90.0,19.390844,-99.164664,204901.9411764706
117.0,19.394358,-99.177444,345529.4117647059
65.0,19.29707,-99.051074,36580.17647058824
65.0,19.441879,-99.167819,35102.94117647059
80.0,19.469769,-99.157379,161470.58823529413
75.0,19.452255,-99.124703,61176.470588235294
60.0,19.458831,-99.203999,62352.94117647059
78.0,19.437285,-99.174303,118996.4705882353
104.0,19.371132,-99.173156,108549.0
76.0,19.364005,-99.153602,116882.35294117648
63.0,19.298347,-99.116905,55882.35294117647
91.0,19.401456,-99.146787,101764.70588235294
60.0,19.386852,-99.194748,44117.64705882353
51.0,19.473415,-99.143539,76882.35294117648
62.0,19.39365,-99.14769,156711.17647058822
70.0,19.3437444,-99.1561883,73529.41176470589
70.0,19.371132,-99.173156,109137.29411764706
60.0,19.452689,-99.117987,35294.117647058825
75.0,19.359901,-99.189606,52411.76470588235
75.0,19.306725,-99.182521,144117.64705882352
130.0,19.486507,-99.119751,176176.4705882353
84.0,19.287598,-99.14769,172841.35294117648
87.0,19.432657,-99.177444,259764.70588235295
70.0,19.365843,-99.149901,85882.35294117648
80.0,19.368568,-99.15031,97058.82352941176
102.0,19.50384,-99.130804,66470.58823529411
70.0,19.457129,-99.174456,68536.88235294117
83.0,19.302656,-99.111725,182882.35294117648
69.0,19.474559,-99.187221,155263.5294117647
85.0,19.441809,-99.156423,67895.23529411765
60.0,19.449997,-99.18117,82352.94117647059
98.0,19.3756773,-99.1546074,229411.76470588235
50.0,19.287188,-99.170525,76470.58823529411
53.0,19.331932,-99.246689,138235.29411764705
96.0,19.379879,-99.169157,173529.41176470587
90.0,19.427649,-99.176003,195642.9411764706
130.0,19.478428,-99.207996,188235.29411764705
64.0,19.383446,-99.137643,73529.41176470589
85.0,19.460913,-99.12858,50870.58823529412
50.0,19.3579916,-99.0648692,46176.470588235294
70.0,19.40263,-99.078233,51521.470588235294
100.0,19.376116,-99.171601,75686.29411764706
90.0,19.404442,-99.162688,84941.17647058824
59.0,19.46731,-99.133163,92941.17647058824
60.0,19.383547,-99.074514,71372.5294117647
56.0,,,27747.529411764706
80.0,19.377369,-99.198052,71588.23529411765
100.0,19.394358,-99.177444,256388.23529411765
77.0,19.4959960885,-99.2017929554,32175.0
80.0,,,47058.82352941176
70.0,19.342508,-99.137204,85294.11764705883
102.0,19.47941,-99.186176,81159.5294117647
86.0,19.3803931,-99.1476908,163212.82352941178
57.0,19.366738,-99.14554,72000.0
70.0,19.385853,-99.137921,88235.29411764706
108.0,19.4482164,-99.1589625,211647.0588235294
110.0,19.347895,-99.187492,114902.0
81.0,19.436738,-99.138619,51495.882352941175
50.0,19.318662,-99.07476,32964.705882352944
92.0,19.367424,-99.185753,176470.58823529413
96.0,19.318989,-99.094437,164705.88235294117
50.0,19.371745,-99.212281,26705.882352941175
63.0,19.394358,-99.177444,187705.88235294117
60.0,19.352333,-99.121169,69089.11764705883
55.0,19.460913,-99.12858,17647.058823529413
75.0,19.338589,-99.117762,112058.82352941176
70.0,19.386033,-99.18296,77058.82352941176
65.0,19.46731,-99.133163,29867.647058823528
62.0,19.4306069,-99.0949899,41176.470588235294
121.0,19.2990233,-99.0436467,88813.64705882352
60.0,19.440935,-99.188522,217647.0588235294
70.0,19.366738,-99.14554,71411.76470588235
60.0,19.343558,-99.15189,75450.94117647059
65.0,19.472155,-99.161186,104411.76470588235
90.0,19.35782,-99.149406,76176.4705882353
63.0,19.47517,-99.152534,138894.0
65.0,19.446829,-99.159454,182058.82352941178
75.0,,,110294.11764705883
75.0,19.372248,-99.133377,63226.58823529412
78.0,19.3499358,-99.2906864,170588.23529411765
87.0,19.403014,-99.158422,223529.41176470587
64.0,19.3604024,-99.1497664,102705.88235294117
60.0,19.37197,-99.175052,91764.70588235294
83.0,19.33923,-99.218987,164705.88235294117
125.0,19.428622,-99.14602,89117.64705882352
95.0,19.443178,-99.20237,178705.88235294117
74.0,19.394628,-99.143842,82352.94117647059
65.0,19.311038,-99.101601,22941.176470588234
87.0,19.368264,-99.15925,164705.88235294117
65.0,19.346609,-99.072311,67647.05882352941
78.0,19.3499358,-99.2906864,182352.9411764706
70.0,19.377171,-99.188503,100588.23529411765
50.0,19.317698,-99.061256,50000.0
65.0,,,118147.05882352941
116.0,19.388044,-99.185753,105701.76470588235
60.0,19.473693,-99.164851,48784.294117647056
100.0,19.364967,-99.1428406,203818.82352941178
50.0,19.422817,-99.058911,30687.647058823528
101.0,19.409759,-99.181234,385582.35294117645
88.0,19.406622,-99.124168,117058.82352941176
74.0,19.323066,-99.1393153,191176.4705882353
90.0,19.361993,-99.137782,60588.23529411765
54.0,19.538431,-99.143669,36705.882352941175
75.0,19.406489,-99.133375,37395.76470588235
126.0,19.2990233,-99.0436467,92847.64705882352
66.0,,,54240.94117647059
65.0,19.476817,-99.188708,27223.058823529413
102.0,19.396593,-99.133163,102058.82352941176
55.0,19.377523,-99.193103,65294.117647058825
69.0,19.452689,-99.117987,40494.117647058825
105.0,19.387209,-99.222038,97058.82352941176
60.0,,,118764.70588235294
64.0,19.457911,-99.144234,98352.94117647059
84.0,19.44661,-99.160309,116470.58823529411
87.0,19.417364,-99.159454,176470.58823529413
52.0,19.455518,-99.123801,68058.82352941176
67.0,19.461871,-99.129227,67058.82352941176
80.0,19.39942,-99.141673,68805.35294117648
100.0,,,152176.4705882353
60.0,19.524143,-99.160149,38235.294117647056
60.0,19.440935,-99.188522,232352.9411764706
53.0,19.519199,-99.151759,35294.117647058825
80.0,19.443903,-99.171681,58549.0
75.0,19.392349,-99.07093,64705.882352941175
